record_id,unit_expression,status,proposed_unit_uri,quantity_kind_uris,dimension_vector_uri,local_evidence,published_evidence,reference_unit_uri,conversion_value,conversion_equation,conversion_exact,conversion_source,qk_rationale,qk_relation,dv_rationale,description_sources,description_rationale,semantic_hypotheses,confidence,issues,recommendation
unit-0043,PPM-PER-SEC,needs-clarification,,,http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T-1D0,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A0E0L0I0M0H0T-1D0 verified.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,http://qudt.org/vocab/unit/PER-SEC,multiplier=0.000001 to reciprocal second; offset=0,PPM^1=0.000001^1 × SEC^-1=1.0^-1; product = 0.000001 reciprocal second,true,https://www.bipm.org/en/publications/si-brochure/|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition PPM^1 (A0E0L0I0M0H0T0D1) + SEC^-1 (A0E0L0I0M0H0T1D0) = A0E0L0I0M0H0T-1D0; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://github.com/qudt/qudt-public-repo/wiki/Unit-Vocabulary-Submission-Guidelines,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,"Mass fraction, mole fraction, volume fraction, and generic ratio-rate interpretations were considered; PPM alone does not choose among them.",low,"PPM does not state whether the proportion is mass, amount, volume, or another basis, and the measured rate of change is not supplied.","Confirm the source variable, measured numerator, denominator basis, and intended QuantityKind before drafting RDF."
unit-0044,MilliGM-PER-GM-DAY,needs-clarification,,,http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T-1D0,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A0E0L0I0M0H0T-1D0 verified.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,http://qudt.org/vocab/unit/PER-SEC,multiplier=0.000000011574074074074074074074074074074074074074074074074 to reciprocal second; offset=0,MilliGM^1=0.000001^1 × GM^-1=0.001^-1 × DAY^-1=86400.0^-1; product = 0.000000011574074074074074074074074074074074074074074074074 reciprocal second,true,https://www.bipm.org/en/publications/si-brochure/|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition MilliGM^1 (A0E0L0I0M1H0T0D0) + GM^-1 (A0E0L0I0M1H0T0D0) + DAY^-1 (A0E0L0I0M0H0T1D0) = A0E0L0I0M0H0T-1D0; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://github.com/qudt/qudt-public-repo/wiki/Unit-Vocabulary-Submission-Guidelines,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,"MassSpecificBiogeochemicalRate, generic RateOfChange, and process-specific normalized rates were considered; all require a measurand and denominator context.",low,"A mass/mass/time expression can represent a mass-specific process rate, fractional change rate, or another normalized rate. The numerator measurand and denominator basis were not supplied.","Confirm the source variable, measured numerator, denominator basis, and intended QuantityKind before drafting RDF."
unit-0045,MilliGM-PER-KiloGM-HR,needs-clarification,,,http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T-1D0,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A0E0L0I0M0H0T-1D0 verified.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,http://qudt.org/vocab/unit/PER-SEC,multiplier=0.00000000027777777777777777777777777777777777777777777777778 to reciprocal second; offset=0,MilliGM^1=0.000001^1 × KiloGM^-1=1.0^-1 × HR^-1=3600.0^-1; product = 0.00000000027777777777777777777777777777777777777777777777778 reciprocal second,true,https://www.bipm.org/en/publications/si-brochure/|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition MilliGM^1 (A0E0L0I0M1H0T0D0) + KiloGM^-1 (A0E0L0I0M1H0T0D0) + HR^-1 (A0E0L0I0M0H0T1D0) = A0E0L0I0M0H0T-1D0; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://github.com/qudt/qudt-public-repo/wiki/Unit-Vocabulary-Submission-Guidelines,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,"MassSpecificBiogeochemicalRate, generic RateOfChange, and process-specific normalized rates were considered; all require a measurand and denominator context.",low,"A mass/mass/time expression can represent a mass-specific process rate, fractional change rate, or another normalized rate. The numerator measurand and denominator basis were not supplied.","Confirm the source variable, measured numerator, denominator basis, and intended QuantityKind before drafting RDF."
unit-0046,MilliMOL-PER-SEC,ready-for-review,http://qudt.org/vocab/unit/MilliMOL-PER-SEC,http://qudt.org/vocab/quantitykind/MolarFlowRate,http://qudt.org/vocab/dimensionvector/A1E0L0I0M0H0T-1D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:MolarFlowRate, and qkdv:A1E0L0I0M0H0T-1D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/MOL-PER-SEC,multiplier=0.001; offset=0,MilliMOL^1=0.001^1 × SEC^-1=1.0^-1; product = 0.001 mole per second,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Amount of substance divided by time follows current QUDT MOL-PER-SEC and its MolarFlowRate assignment.,unitForQuantityKind,Vector composition MilliMOL^1 (A1E0L0I0M0H0T0D0) + SEC^-1 (A0E0L0I0M0H0T1D0) = A1E0L0I0M0H0T-1D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:MolarFlowRate,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind MolarFlowRate; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:MolarFlowRate and qkdv:A1E0L0I0M0H0T-1D0.
unit-0047,NanoGM-PER-GM-DAY,needs-clarification,,,http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T-1D0,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A0E0L0I0M0H0T-1D0 verified.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,http://qudt.org/vocab/unit/PER-SEC,multiplier=0.000000000000011574074074074074074074074074074074074074074074074 to reciprocal second; offset=0,NanoGM^1=0.000000000001^1 × GM^-1=0.001^-1 × DAY^-1=86400.0^-1; product = 0.000000000000011574074074074074074074074074074074074074074074074 reciprocal second,true,https://www.bipm.org/en/publications/si-brochure/|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition NanoGM^1 (A0E0L0I0M1H0T0D0) + GM^-1 (A0E0L0I0M1H0T0D0) + DAY^-1 (A0E0L0I0M0H0T1D0) = A0E0L0I0M0H0T-1D0; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://github.com/qudt/qudt-public-repo/wiki/Unit-Vocabulary-Submission-Guidelines,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,"MassSpecificBiogeochemicalRate, generic RateOfChange, and process-specific normalized rates were considered; all require a measurand and denominator context.",low,"A mass/mass/time expression can represent a mass-specific process rate, fractional change rate, or another normalized rate. The numerator measurand and denominator basis were not supplied.","Confirm the source variable, measured numerator, denominator basis, and intended QuantityKind before drafting RDF."
unit-0048,NanoMOL-PER-GM-DAY,needs-clarification,,,http://qudt.org/vocab/dimensionvector/A1E0L0I0M-1H0T-1D0,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A1E0L0I0M-1H0T-1D0 verified.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,,multiplier=0.000000000011574074074074074074074074074074074074074074074074 to coherent mol kg^-1 s^-1; offset=0,NanoMOL^1=0.000000001^1 × GM^-1=0.001^-1 × DAY^-1=86400.0^-1; product = 0.000000000011574074074074074074074074074074074074074074074074 the coherent SI unit,true,https://www.bipm.org/en/publications/si-brochure/|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition NanoMOL^1 (A1E0L0I0M0H0T0D0) + GM^-1 (A0E0L0I0M1H0T0D0) + DAY^-1 (A0E0L0I0M0H0T1D0) = A1E0L0I0M-1H0T-1D0; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://github.com/qudt/qudt-public-repo/wiki/Unit-Vocabulary-Submission-Guidelines,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,BiogeochemicalRate and process-specific amount rates were considered; both require substance and process context.,low,"An amount/mass/time expression can represent a biogeochemical process rate or another mass-normalized amount rate. The reacting substance, process, and denominator entity were not supplied.","Confirm the source variable, measured numerator, denominator basis, and intended QuantityKind before drafting RDF."
unit-0049,NanoMOL-PER-MilliL,ready-for-review,http://qudt.org/vocab/unit/NanoMOL-PER-MilliL,http://qudt.org/vocab/quantitykind/AmountOfSubstanceConcentration,http://qudt.org/vocab/dimensionvector/A1E0L-3I0M0H0T0D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:AmountOfSubstanceConcentration, and qkdv:A1E0L-3I0M0H0T0D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/MOL-PER-M3,multiplier=0.001; offset=0,NanoMOL^1=0.000000001^1 × MilliL^-1=0.000001^-1; product = 0.001 mole per cubic metre,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Amount of substance divided by volume matches the current AmountOfSubstanceConcentration kind.,unitForQuantityKind,Vector composition NanoMOL^1 (A1E0L0I0M0H0T0D0) + MilliL^-1 (A0E0L3I0M0H0T0D0) = A1E0L-3I0M0H0T0D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:AmountOfSubstanceConcentration,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind AmountOfSubstanceConcentration; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:AmountOfSubstanceConcentration and qkdv:A1E0L-3I0M0H0T0D0.
unit-0050,MicroGM-PER-MilliL-DAY,ready-for-review,http://qudt.org/vocab/unit/MicroGM-PER-MilliL-DAY,http://qudt.org/vocab/quantitykind/MassConcentrationRateOfChange,http://qudt.org/vocab/dimensionvector/A0E0L-3I0M1H0T-1D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:MassConcentrationRateOfChange, and qkdv:A0E0L-3I0M1H0T-1D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/KiloGM-PER-M3-SEC,multiplier=0.000000011574074074074074074074074074074074074074074074074; offset=0,MicroGM^1=0.000000001^1 × MilliL^-1=0.000001^-1 × DAY^-1=86400.0^-1; product = 0.000000011574074074074074074074074074074074074074074074074 kilogram per cubic metre second,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Mass divided by volume and time matches the current MassConcentrationRateOfChange kind.,unitForQuantityKind,Vector composition MicroGM^1 (A0E0L0I0M1H0T0D0) + MilliL^-1 (A0E0L3I0M0H0T0D0) + DAY^-1 (A0E0L0I0M0H0T1D0) = A0E0L-3I0M1H0T-1D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:MassConcentrationRateOfChange,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind MassConcentrationRateOfChange; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:MassConcentrationRateOfChange and qkdv:A0E0L-3I0M1H0T-1D0.
unit-0051,MicroGM-PER-MilliM2,ready-for-review,http://qudt.org/vocab/unit/MicroGM-PER-MilliM2,http://qudt.org/vocab/quantitykind/MassPerArea,http://qudt.org/vocab/dimensionvector/A0E0L-2I0M1H0T0D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:MassPerArea, and qkdv:A0E0L-2I0M1H0T0D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/KiloGM-PER-M2,multiplier=0.001; offset=0,MicroGM^1=0.000000001^1 × MilliM^-2=0.001^-2; product = 0.001 kilogram per square metre,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Mass divided by area matches the current generic MassPerArea kind.,unitForQuantityKind,Vector composition MicroGM^1 (A0E0L0I0M1H0T0D0) + MilliM^-2 (A0E0L1I0M0H0T0D0) = A0E0L-2I0M1H0T0D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:MassPerArea,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind MassPerArea; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:MassPerArea and qkdv:A0E0L-2I0M1H0T0D0.
unit-0052,MicroMOL-PER-MOLE,existing-unit,http://qudt.org/vocab/unit/MicroMOL-PER-MOL,http://qudt.org/vocab/quantitykind/Unknown,http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1,QUDT 6b8df6f4 aggregate graph contains unit:MicroMOL-PER-MOL. Submitted unit:MicroMOL-PER-MOLE is a spelling variant of the canonical factor token(s).,Live QUDT SPARQL 2026-09-07 returns unit:MicroMOL-PER-MOL. The submitted spelling unit:MicroMOL-PER-MOLE is absent.,http://qudt.org/vocab/unit/MOL-PER-MOL,multiplier=0.000001; offset=0,0.000001 mol / 1 mol = 0.000001,true,Current local and published QUDT resource unit:MicroMOL-PER-MOL|https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8,Existing current QUDT assignment retained; this review does not remodel an existing resource.,categorizedByQuantityKind,Existing current QUDT resource declares qkdv:A0E0L0I0M0H0T0D1; local and published values agree.,Current local and published QUDT resource unit:MicroMOL-PER-MOL,No new description is drafted for an existing canonical resource.,Existing-resource identity controls disposition; no new semantic assertion is made.,high,"Submitted MOLE is an alternate spelling of current QUDT MOL. The canonical resource is categorized as quantitykind:Unknown, so this run does not infer a more specific kind.",Reuse unit:MicroMOL-PER-MOL; do not emit a duplicate Unit.
unit-0053,BQ-PER-MilliGM,ready-for-review,http://qudt.org/vocab/unit/BQ-PER-MilliGM,http://qudt.org/vocab/quantitykind/MassicActivity,http://qudt.org/vocab/dimensionvector/A0E0L0I0M-1H0T-1D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:MassicActivity, and qkdv:A0E0L0I0M-1H0T-1D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/BQ-PER-KiloGM,multiplier=1000000.0; offset=0,BQ^1=1.0^1 × MilliGM^-1=0.000001^-1; product = 1000000.0 becquerel per kilogram,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Activity divided by mass matches the current MassicActivity kind.,unitForQuantityKind,Vector composition BQ^1 (A0E0L0I0M0H0T-1D0) + MilliGM^-1 (A0E0L0I0M1H0T0D0) = A0E0L0I0M-1H0T-1D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:MassicActivity,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind MassicActivity; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:MassicActivity and qkdv:A0E0L0I0M-1H0T-1D0.
unit-0054,MicroM3-PER-L,ready-for-review,http://qudt.org/vocab/unit/MicroM3-PER-L,http://qudt.org/vocab/quantitykind/VolumeFraction,http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:VolumeFraction, and qkdv:A0E0L0I0M0H0T0D1 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/UNITLESS,multiplier=0.000000000000001; offset=0,MicroM^3=0.000001^3 × L^-1=0.001^-1; product = 0.000000000000001 one,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,The volume-to-volume expression follows current QUDT scaled volume-ratio units assigned to VolumeFraction.,unitForQuantityKind,Vector composition MicroM^3 (A0E0L1I0M0H0T0D0) + L^-1 (A0E0L3I0M0H0T0D0) = A0E0L0I0M0H0T0D1; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:VolumeFraction,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind VolumeFraction; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:VolumeFraction and qkdv:A0E0L0I0M0H0T0D1.
unit-0055,MicroMOL-PER-GM-DAY,needs-clarification,,,http://qudt.org/vocab/dimensionvector/A1E0L0I0M-1H0T-1D0,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A1E0L0I0M-1H0T-1D0 verified.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,,multiplier=0.000000011574074074074074074074074074074074074074074074074 to coherent mol kg^-1 s^-1; offset=0,MicroMOL^1=0.000001^1 × GM^-1=0.001^-1 × DAY^-1=86400.0^-1; product = 0.000000011574074074074074074074074074074074074074074074074 the coherent SI unit,true,https://www.bipm.org/en/publications/si-brochure/|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition MicroMOL^1 (A1E0L0I0M0H0T0D0) + GM^-1 (A0E0L0I0M1H0T0D0) + DAY^-1 (A0E0L0I0M0H0T1D0) = A1E0L0I0M-1H0T-1D0; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://github.com/qudt/qudt-public-repo/wiki/Unit-Vocabulary-Submission-Guidelines,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,BiogeochemicalRate and process-specific amount rates were considered; both require substance and process context.,low,"An amount/mass/time expression can represent a biogeochemical process rate or another mass-normalized amount rate. The reacting substance, process, and denominator entity were not supplied.","Confirm the source variable, measured numerator, denominator basis, and intended QuantityKind before drafting RDF."
unit-0056,MicroMOL-PER-MilliGM,ready-for-review,http://qudt.org/vocab/unit/MicroMOL-PER-MilliGM,http://qudt.org/vocab/quantitykind/AmountOfSubstancePerMass,http://qudt.org/vocab/dimensionvector/A1E0L0I0M-1H0T0D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:AmountOfSubstancePerMass, and qkdv:A1E0L0I0M-1H0T0D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/MOL-PER-KiloGM,multiplier=1.0; offset=0,MicroMOL^1=0.000001^1 × MilliGM^-1=0.000001^-1; product = 1.0 mole per kilogram,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Amount of substance divided by mass matches the current AmountOfSubstancePerMass kind.,unitForQuantityKind,Vector composition MicroMOL^1 (A1E0L0I0M0H0T0D0) + MilliGM^-1 (A0E0L0I0M1H0T0D0) = A1E0L0I0M-1H0T0D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:AmountOfSubstancePerMass,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind AmountOfSubstancePerMass; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:AmountOfSubstancePerMass and qkdv:A1E0L0I0M-1H0T0D0.
unit-0057,MilliGM-PER-GM-MO,blocked-conversion,,,http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T-1D0,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A0E0L0I0M0H0T-1D0 verified.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,http://qudt.org/vocab/unit/PER-SEC,QUDT synodic-month basis and UCUM month conventions produce different multipliers,QUDT unit:MO = 2551442.976 s; an alternative month convention must not be substituted without source confirmation,false,Current QUDT unit:MO at 6b8df6f429c45bc6fb0b25659d34f51954a148f9|https://ucum.org/ucum.html,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition MilliGM^1 (A0E0L0I0M1H0T0D0) + GM^-1 (A0E0L0I0M1H0T0D0) = A0E0L0I0M0H0T-1D0; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://ucum.org/ucum.html,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,Synodic-month and Julian/calendar-month conversions were considered; the submitted token does not resolve the source convention.,low,"Bare MO is 2551442.976 s (synodic month) in current QUDT, while UCUM month conventions differ. Selecting either value without the source convention would change the conversion.","Confirm whether MO means QUDT's synodic month, a Julian month, or a calendar month; then recompute and review semantics."
unit-0058,GM-PER-HA-YR,ready-for-review,http://qudt.org/vocab/unit/GM-PER-HA-YR,http://qudt.org/vocab/quantitykind/MassPerAreaTime,http://qudt.org/vocab/dimensionvector/A0E0L-2I0M1H0T-1D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:MassPerAreaTime, and qkdv:A0E0L-2I0M1H0T-1D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/KiloGM-PER-M2-SEC,multiplier=0.0000000000000031688087814028950237026896848936547772961188430045; offset=0,GM^1=0.001^1 × HA^-1=10000.0^-1 × YR^-1=31557600.0^-1; product = 0.0000000000000031688087814028950237026896848936547772961188430045 kilogram per square metre second,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Mass divided by area and time matches the current MassPerAreaTime kind.,unitForQuantityKind,Vector composition GM^1 (A0E0L0I0M1H0T0D0) + HA^-1 (A0E0L2I0M0H0T0D0) + YR^-1 (A0E0L0I0M0H0T1D0) = A0E0L-2I0M1H0T-1D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:MassPerAreaTime,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind MassPerAreaTime; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:MassPerAreaTime and qkdv:A0E0L-2I0M1H0T-1D0.
